,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9,Unnamed: 10
2115,,"Das wäre wünschenswert, ja...",,,,reporter,"Das wäre wünschenswert, ja...",2021-02-10T22:25:24Z,2021-02-10T22:25:24Z,,
2116,M.P.,"Ist es eine Straftat wenn man behauptet, dass alle Geschlechteridentitäten, außer männlich und weiblich, psychische oder konzeptionelle Krankheiten sind?",2021-02-10T19:42:46Z,1.0,4.0,,,,,,
2117,,"Eine Straftat nicht, aber es ist nicht korrekt und zeugt zudem auch nicht von Toleranz.",,,,reporter,"Eine Straftat nicht, aber es ist nicht korrekt und zeugt zudem auch nicht von Toleranz.",2021-02-10T19:50:48Z,2021-02-10T19:50:48Z,,
2118,,"@reporter Wie kommt es, dass sich in den letzten Jahren überproportional mehr Menschen als etwas anderes als männlich oder weiblich identifizieren, als zuvor?",,,,M.P.,"@reporter Wie kommt es, dass sich in den letzten Jahren überproportional mehr Menschen als etwas anderes als männlich oder weiblich identifizieren, als zuvor?",2021-02-10T19:56:04Z,2021-02-10T19:56:04Z,,
2119,,"M.P. vielleicht, weil nicht-binäre Menschen mittlerweile eher gehört werden.",,,,reporter,"M.P. vielleicht, weil nicht-binäre Menschen mittlerweile eher gehört werden.",2021-02-10T22:37:05Z,2021-02-10T22:37:05Z,,
2120,,"@reporter Auf welcher Basis findet aber die Theorie des &quot;mit dem falschen Geschlecht geboren zu sein&quot; an Akzeptanz, während man aber ausgelacht werden würde, wenn man behauptet &quot;Ich bin ein Asiate im Körper eines Afrikaners&quot; oder &quot;Ich bin ein 45jähriger im Körper eines 24jährigen&quot;? Warum wäre das keine Diskriminierung?",,,,M.P.,"@reporter Auf welcher Basis findet aber die Theorie des &quot;mit dem falschen Geschlecht geboren zu sein&quot; an Akzeptanz, während man aber ausgelacht werden würde, wenn man behauptet &quot;Ich bin ein Asiate im Körper eines Afrikaners&quot; oder &quot;Ich bin ein 45jähriger im Körper eines 24jährigen&quot;? Warum wäre das keine Diskriminierung?",2021-02-12T01:40:13Z,2021-02-12T01:41:11Z,,
2121,sister Stina,"Hier sind offensichtlich viele Kommentare, die verschiedene Meinungen vertreten.<br>Ich finde es wirklich schwierig zu verstehen, wie ein Mensch wie Marcel-Jana sich fühlt und JA definitiv finde ich diese &quot;nicht binäre&quot; Zuordnung etwas befremdlich.<br>Biologisch gesehen gibt es 2 Geschlechter plus Intersexuelle. Woher soll ein völlig Fremder, denn wissen, mit welchen Pronomen du angesprochen werden willst. Ich bin mir sicher, dass man dich nicht mutwillig mit den falschen Geschlechterpronomen anspricht, sondern meistens kennt sich die Person mit dem Thema einfach nicht aus. Dafür vielleicht etwas mehr Verständnis. Für die meisten Menschen dreht sich nämlich nicht das ganze Leben um die eigene Geschlechtsidentität. <br>Ich möchte nicht, dass dieses Kommentar als homophob/ transphob oder gar respektlos und beleidigend verstanden wird, denn ich habe Respekt vor jeden individuellen Menschen.<br>Dieser Beitrag ist außerdem wirklich interessant und auch gut recherchiert, der Reporter ist sympathisch.",2021-02-10T19:42:10Z,141.0,7.0,,,,,,
2122,,"sister Stina danke für deinen Kommentar! Wir gehen davon aus, dass Marcel-Jana sehr viel Verständnis aufbringen kann und wenn Marcel-Jana dich auf die falsche Ansprache hinweist und du dich dann dran hältst, wäre das sicherlich kein großes Thema.",,,,reporter,"sister Stina danke für deinen Kommentar! Wir gehen davon aus, dass Marcel-Jana sehr viel Verständnis aufbringen kann und wenn Marcel-Jana dich auf die falsche Ansprache hinweist und du dich dann dran hältst, wäre das sicherlich kein großes Thema.",2021-02-10T19:52:10Z,2021-02-10T19:52:10Z,,
2123,,"Das schöne ist ja auch, dass man solche Dinge gar nicht unbedingt verstehen muss, um andere mit grundlegenden Respekt zu behandeln.",,,,Paula,"Das schöne ist ja auch, dass man solche Dinge gar nicht unbedingt verstehen muss, um andere mit grundlegenden Respekt zu behandeln.",2021-02-11T13:17:02Z,2021-02-11T13:17:02Z,,
2124,,"Sieht man ein bisschen am Aussehen würde ich sagen. Wenn man aufgrund des äußerlichen Eindrucks sich unschlüssig ist, sollte man halt nachfragen. Das ganze wird in Zukunft völlig normal werden und dann gibts keinen Aufriss mehr deswegen.<br><br>Und btw Unser aller Leben wird, ganz unabhängig davon ob man nicht binär ist, durch unsere Geschlechtsidentität bestimmt.",,,,Ash Monkey,"Sieht man ein bisschen am Aussehen würde ich sagen. Wenn man aufgrund des äußerlichen Eindrucks sich unschlüssig ist, sollte man halt nachfragen. Das ganze wird in Zukunft völlig normal werden und dann gibts keinen Aufriss mehr deswegen.<br><br>Und btw Unser aller Leben wird, ganz unabhängig davon ob man nicht binär ist, durch unsere Geschlechtsidentität bestimmt.",2021-02-11T14:21:23Z,2021-02-11T14:23:38Z,,
2125,,"Wenn eine Person männlich ist kannst du sie mit er ansprechen wenn sie weiblich ist mit sie.<br>Wenn ein transgender dich darum bittet ihn mit den falschen pronomen anzusprechen, kommt es darauf an ob du den Wunsch der Person akzeptierst.<br><br>Du bist aber nicht gezwungen falsche Pronomen zu benutzen nur weil jemand denkt er ist im falschen Körper geboren",,,,Dr. Tadashi Zhang,"Wenn eine Person männlich ist kannst du sie mit er ansprechen wenn sie weiblich ist mit sie.<br>Wenn ein transgender dich darum bittet ihn mit den falschen pronomen anzusprechen, kommt es darauf an ob du den Wunsch der Person akzeptierst.<br><br>Du bist aber nicht gezwungen falsche Pronomen zu benutzen nur weil jemand denkt er ist im falschen Körper geboren",2021-03-09T05:25:01Z,2021-03-09T05:25:01Z,,
2126,,"@Dr. Tadashi Zhang <br>&quot;Falsch&quot; ist in dem Kontext lediglich deine Sichtweise und Zuschreibung. Sonst könntest du ja auch behaupten mein Pronomen (sie, da ich binär bin und mich als Frau identifiziere) sei falsch und nur du als außenstehende Person meinst zu  wissen  was &quot;richtig&quot; ist. Das ist extrem Respektlos, natürlich kann man dich nicht zwingen eine Person mit einem bestimmten Pronomen oder gar keinem Pronomen anzusprechen. Nur wenn eine Person dich explizit darum bittet und du es ignorierst ist es einfach respektlos, ich verstehe dass es kompliziert ist. Ich persönlich bin da auch nicht perfekt und mache Fehler, aber je früher man sich damit beschäftigt und es verwendet umso schneller gewöhnt man sich daran und es wird &quot;Normalität&quot;.",,,,ahava citrus,"@Dr. Tadashi Zhang <br>&quot;Falsch&quot; ist in dem Kontext lediglich deine Sichtweise und Zuschreibung. Sonst könntest du ja auch behaupten mein Pronomen (sie, da ich binär bin und mich als Frau identifiziere) sei falsch und nur du als außenstehende Person meinst zu  wissen  was &quot;richtig&quot; ist. Das ist extrem Respektlos, natürlich kann man dich nicht zwingen eine Person mit einem bestimmten Pronomen oder gar keinem Pronomen anzusprechen. Nur wenn eine Person dich explizit darum bittet und du es ignorierst ist es einfach respektlos, ich verstehe dass es kompliziert ist. Ich persönlich bin da auch nicht perfekt und mache Fehler, aber je früher man sich damit beschäftigt und es verwendet umso schneller gewöhnt man sich daran und es wird &quot;Normalität&quot;.",2021-03-21T17:02:49Z,2021-03-21T17:02:49Z,,
2127,,gut recherchiert,,,,UptempoIsTheTempo,gut recherchiert,2021-10-01T17:24:39Z,2021-10-01T17:24:39Z,,
2128,,"@ahava citrus Wieso ist &quot;respektlos&quot; ein Argument in der Frage, was jemand für wahr hält? Sollte man deiner Meinung nach auch jemanden in seiner Identität validieren, der sich als die Reinkarnation von Ghengis Khan identifiziert? Wenn nicht, warum nicht?",,,,dattel diskussion,"@ahava citrus Wieso ist &quot;respektlos&quot; ein Argument in der Frage, was jemand für wahr hält? Sollte man deiner Meinung nach auch jemanden in seiner Identität validieren, der sich als die Reinkarnation von Ghengis Khan identifiziert? Wenn nicht, warum nicht?",2021-10-26T15:57:07Z,2021-10-26T15:57:07Z,,
2129,theresa g5u,"Diese Kommentare hierbsind teilweise schwer auszuhalten. Respektiert doch die Menschen, wie sie sind.",2021-02-10T19:37:33Z,2.0,1.0,,,,,,
2130,,"Wir geben uns viel Mühe, die Kommentare alle zu lesen und müssen dir wirklich zu 💯 zustimmen...",,,,reporter,"Wir geben uns viel Mühe, die Kommentare alle zu lesen und müssen dir wirklich zu 💯 zustimmen...",2021-02-10T19:52:52Z,2021-02-10T19:52:52Z,,
2131,Moritz,"Es gibt in Deutschland gerade einmal 200.000 „Non Binäre“ Menschen, das sind weniger als 0.025% aller Deutschen. Ich kann ja verstehen dass man als Individuum immer mehr auf sich selbst achtet als andere, aber einen so wahnsinnigen Zirkus zu machen (in Sozialen Medien &amp; Co) ist einfach realitätsfern. Wieso sollten denn 99.975% aller dazu gezwungen werden, z.B. besondere Toiletten o.Ä. einzuführen? Diese Weltanschauung widerspricht der biologischen Natur in allen Belangen, indem man versucht sich etwas schön zu reden. <br><br><a href=""https://www.new-communication.de/neues/detail/wie-das-dritte-geschlecht-unsere-sprache-veraendert/"">https://www.new-communication.de/neues/detail/wie-das-dritte-geschlecht-unsere-sprache-veraendert/</a>",2021-02-10T19:37:09Z,9.0,3.0,,,,,,
2132,,"200.000 Individuen, denen das wichtig ist - und viele andere Länder sind viel weiter in diesen Fragen.",,,,reporter,"200.000 Individuen, denen das wichtig ist - und viele andere Länder sind viel weiter in diesen Fragen.",2021-02-10T19:55:16Z,2021-02-10T19:55:16Z,,
2133,,@reporter Und 79.000.000 Menschen denen das nicht wichtig ist. Aber man kann das Saarland ja ausgliedern und dann dort ein Reservoir gründen für Alternative die sich in der Gesellschaft nicht akzeptiert fühlen.,,,,Moritz,@reporter Und 79.000.000 Menschen denen das nicht wichtig ist. Aber man kann das Saarland ja ausgliedern und dann dort ein Reservoir gründen für Alternative die sich in der Gesellschaft nicht akzeptiert fühlen.,2021-02-10T20:06:53Z,2021-02-10T20:06:53Z,,
2134,,Nicht immer aufs Saarland...,,,,reporter,Nicht immer aufs Saarland...,2021-02-10T22:37:32Z,2021-02-10T22:37:32Z,,
2135,Kaddhorino,"Es wird Zeit, dass es hier ein anerkanntes Pronomen für nicht binäre Menschen gibt.",2021-02-10T19:34:14Z,1.0,1.0,,,,,,
2136,,Damit tut sich die deutsche Sprache echt schwer...,,,,reporter,Damit tut sich die deutsche Sprache echt schwer...,2021-02-10T19:55:35Z,2021-02-10T19:55:35Z,,
2137,Ru_Ger_Psych,Mit Vornamen ansprechen... Weil auch jeder weiß wie man heißt 🤷🏻,2021-02-10T19:32:48Z,16.0,11.0,,,,,,
2138,,Man könnte ja danach fragen 😅,,,,reporter,Man könnte ja danach fragen 😅,2021-02-10T19:55:58Z,2021-02-10T19:55:58Z,,
2139,,"@reporter Und darauf hat vielleicht nicht jeder Lust und verkompliziert einfach nur alles, dass bei JEDEM zu machen. Der Großteil der Gesellschaft macht sich diese Probleme ja nicht.",,,,Ann La,"@reporter Und darauf hat vielleicht nicht jeder Lust und verkompliziert einfach nur alles, dass bei JEDEM zu machen. Der Großteil der Gesellschaft macht sich diese Probleme ja nicht.",2021-02-10T21:45:52Z,2021-02-10T21:45:52Z,,
2140,,"Marcel-Jana &quot;macht&quot; sich diese Probleme ja auch nicht, sie sind da, weil nicht-binäre Menschen hier zu selten gehört werden.",,,,reporter,"Marcel-Jana &quot;macht&quot; sich diese Probleme ja auch nicht, sie sind da, weil nicht-binäre Menschen hier zu selten gehört werden.",2021-02-10T22:38:31Z,2021-02-10T22:38:31Z,,
2141,,Und was macht man dann bei sehr geehrte Damen und Herren und alle anderen? 😅,,,,Do_not_disturb,Und was macht man dann bei sehr geehrte Damen und Herren und alle anderen? 😅,2021-02-10T22:50:39Z,2021-02-10T22:50:39Z,,
2142,,"@Do_not_disturb haha jeden nach seinen Namen fragen, gibt 100 pro mehr Leute die das unhöflich finden",,,,Wen Bockts,"@Do_not_disturb haha jeden nach seinen Namen fragen, gibt 100 pro mehr Leute die das unhöflich finden",2021-02-10T22:59:48Z,2021-02-10T22:59:48Z,,
2143,,@reporter Zu selten gehört? Habt ihr dafür eine Quelle?,,,,Felix L.,@reporter Zu selten gehört? Habt ihr dafür eine Quelle?,2021-02-13T22:31:46Z,2021-02-13T22:31:46Z,,
2144,,Bist du vor dieser Reportage bereits viel mit non-binären Personen in Berührung gekommen?,,,,reporter,Bist du vor dieser Reportage bereits viel mit non-binären Personen in Berührung gekommen?,2021-02-14T12:00:28Z,2021-02-14T12:00:28Z,,
2145,,@reporter Meint ihr mich? :-) Da gibts ne Funktion unter der Antwort: Antworten. Dann kommt da @Sowieso.<br><br>So wie jetzt ist der Ursprungskommentar gemeint. Das ist manchmal verwirrend.,,,,Felix L.,@reporter Meint ihr mich? :-) Da gibts ne Funktion unter der Antwort: Antworten. Dann kommt da @Sowieso.<br><br>So wie jetzt ist der Ursprungskommentar gemeint. Das ist manchmal verwirrend.,2021-02-14T12:26:47Z,2021-02-14T12:26:47Z,,
2146,,"@Felix L. Nein, wir haben schon dich gemeint. Du hast uns ja adressiert. Möchtest du unsere Frage beantworten?",,,,reporter,"@Felix L. Nein, wir haben schon dich gemeint. Du hast uns ja adressiert. Möchtest du unsere Frage beantworten?",2021-02-14T21:07:15Z,2021-02-14T21:07:15Z,,
2147,,"@reporter Na klar :-) Ich weiß es nicht, bewusst jedenfalls nicht, aber vielleicht sieht man es den Menschen nicht an der Nasenspitze an.<br><br>Ich kenne aber Transpersonen und habe in der Familie Schwarze, habe mit Homosexuellen zusammen gearbeitet etc. Der eine hat das mehr in den Vordergrund gerückt, der andere weniger. Am Ende sind es aber alles Menschen, mit identischen Sorgen und Nöten, die sich zwar unterschiedlich manifestieren, aber abstrakt sehr ähnlich sind.<br><br>Einen Menschen macht aber sehr viel mehr aus als ein Merkmal, die sexulle Identität oder irgendwelche Äußerlichkeiten oder Meinungen. Und so sehe ich das auch. Und ich verurteile nichts, aber ich bin fürs Hinterfragen - ohne Wertung. Leider wird das oft missverstanden.<br><br>Und gebt der Psychologie ruhig mal eine Chance, es lohnt sich ;-)",,,,Felix L.,"@reporter Na klar :-) Ich weiß es nicht, bewusst jedenfalls nicht, aber vielleicht sieht man es den Menschen nicht an der Nasenspitze an.<br><br>Ich kenne aber Transpersonen und habe in der Familie Schwarze, habe mit Homosexuellen zusammen gearbeitet etc. Der eine hat das mehr in den Vordergrund gerückt, der andere weniger. Am Ende sind es aber alles Menschen, mit identischen Sorgen und Nöten, die sich zwar unterschiedlich manifestieren, aber abstrakt sehr ähnlich sind.<br><br>Einen Menschen macht aber sehr viel mehr aus als ein Merkmal, die sexulle Identität oder irgendwelche Äußerlichkeiten oder Meinungen. Und so sehe ich das auch. Und ich verurteile nichts, aber ich bin fürs Hinterfragen - ohne Wertung. Leider wird das oft missverstanden.<br><br>Und gebt der Psychologie ruhig mal eine Chance, es lohnt sich ;-)",2021-02-14T21:43:48Z,2021-02-14T21:43:48Z,,
2148,,"Was anderes haben wir auch gar nicht behauptet und wollen auch keinesfalls die immense Komplexität eines jeden Menschen in Frage stellen. Wir wollten hier lediglich ein spezifisches, behördliches Problem beleuchten, was vielen vielleicht noch unbekannt war.<br>Wir geben der Psychologie eine Chance und haben schon viele Videos darüber gemacht, da haben wir uns unglücklich ausgedrückt, sorry!",,,,reporter,"Was anderes haben wir auch gar nicht behauptet und wollen auch keinesfalls die immense Komplexität eines jeden Menschen in Frage stellen. Wir wollten hier lediglich ein spezifisches, behördliches Problem beleuchten, was vielen vielleicht noch unbekannt war.<br>Wir geben der Psychologie eine Chance und haben schon viele Videos darüber gemacht, da haben wir uns unglücklich ausgedrückt, sorry!",2021-02-15T09:36:17Z,2021-02-15T09:36:17Z,,
2149,Languages of Europe,"Ich finde es halt unverhältnismäßig und schwierig quasi Angst haben zu müssen  jemand nun mit ER oder SIE anzusprechen, nur weil einige winzige Minderheit nicht ganz den Normen entspricht und sich gleich angegriffen fühlt, wenn man ihn/sie/X nicht sofort richtig zuordnet",2021-02-10T19:28:20Z,163.0,8.0,,,,,,
2150,,also generell kann man ja personen durchaus auch erstmal fragen wie sie angesprochen werden wollen wenn man sich nciht sicher ist. oder sie werden einen darauf schon hinweisen und wenn darauf hingewiesen wird sollte man diesen wünschen auch entsprechen,,,,Lilly T,also generell kann man ja personen durchaus auch erstmal fragen wie sie angesprochen werden wollen wenn man sich nciht sicher ist. oder sie werden einen darauf schon hinweisen und wenn darauf hingewiesen wird sollte man diesen wünschen auch entsprechen,2021-02-10T19:49:48Z,2021-02-10T19:49:48Z,,
2151,,"Du musst da keine Angst haben, aber wenn du korrigiert wirst, kannst du dich dann daran halten - und schon wäre vieles einfacher und toleranter. Und wenn du unsicher bist, einfach nachfragen, wie jemand angesprochen werden möchte.",,,,reporter,"Du musst da keine Angst haben, aber wenn du korrigiert wirst, kannst du dich dann daran halten - und schon wäre vieles einfacher und toleranter. Und wenn du unsicher bist, einfach nachfragen, wie jemand angesprochen werden möchte.",2021-02-10T19:57:11Z,2021-02-10T19:57:11Z,,
2152,,,,,,SimiProduktionHD,,2021-02-11T11:01:14Z,2021-02-11T11:01:14Z,,
2153,,@SimiProduktionHD Ok wenn man dir auf der Straße begegnet kann man dich dann ja einfach mit dem falschen Geschlecht ansprechen.,,,,Darquesse 0,@SimiProduktionHD Ok wenn man dir auf der Straße begegnet kann man dich dann ja einfach mit dem falschen Geschlecht ansprechen.,2021-02-12T17:57:23Z,2021-02-12T17:57:23Z,,
2154,,"@Darquesse 0 Naja, wenn man halt nicht die typischen Merkmale eines Mannes erkennen kann und zu den weiblichen Merkmalen abgrenzen kann, hat man wohl in der Lebenslotterie einen Schuldschein gewonnen. Aber wenn du mich mit dem weiblichen Pronomen ansprechen willst nehme ich das liebend gerne an &lt;3 kannst auch gerne irgendein anderes nehmen.",,,,SimiProduktionHD,"@Darquesse 0 Naja, wenn man halt nicht die typischen Merkmale eines Mannes erkennen kann und zu den weiblichen Merkmalen abgrenzen kann, hat man wohl in der Lebenslotterie einen Schuldschein gewonnen. Aber wenn du mich mit dem weiblichen Pronomen ansprechen willst nehme ich das liebend gerne an &lt;3 kannst auch gerne irgendein anderes nehmen.",2021-02-12T18:52:46Z,2021-02-12T18:52:46Z,,
2155,,Menschen mit weltfremden Identitäten muss man nicht ernst nehmen,,,,Envision_XY,Menschen mit weltfremden Identitäten muss man nicht ernst nehmen,2021-05-08T05:02:16Z,2021-05-08T05:02:16Z,,
